method,model_size,num_params,seed,retained,data_label,label_class,loss,compute_ratio,source
grmoe,800M,806509504,seed_2,core+papers-cyber,papers-nuclear,forget,2.817317485809326,0.6606327791695866,arbsub/800M/seed_2/grmoe/stats.jsonl
grmoe,800M,806509504,seed_2,core+papers-nuclear,code-lisp,forget,1.651613712310791,0.05718224825922621,arbsub/800M/seed_2/grmoe/stats.jsonl
grmoe,800M,806509504,seed_2,core+papers-nuclear,core,core,1.8835680484771729,0.9485316683908352,arbsub/800M/seed_2/grmoe/stats.jsonl
grmoe,800M,806509504,seed_2,core+papers-nuclear,papers-biology,forget,2.4512276649475098,0.6991538352367245,arbsub/800M/seed_2/grmoe/stats.jsonl
grmoe,800M,806509504,seed_2,core+papers-nuclear,papers-cyber,forget,2.6990885734558105,0.7825325743564764,arbsub/800M/seed_2/grmoe/stats.jsonl
grmoe,800M,806509504,seed_2,core+papers-nuclear,papers-nuclear,retain,2.716554880142212,1.0028509244109933,arbsub/800M/seed_2/grmoe/stats.jsonl
lora,800M,806509504,seed_2,code-lisp+core,code-lisp,retain,0.818966269493103,0.9207161104876287,arbsub/800M/seed_2/lora/stats.jsonl
lora,800M,806509504,seed_2,code-lisp+core,core,core,1.8912960290908813,0.909324011309167,arbsub/800M/seed_2/lora/stats.jsonl
lora,800M,806509504,seed_2,code-lisp+core,papers-biology,forget,2.4796690940856934,0.6264235497043193,arbsub/800M/seed_2/lora/stats.jsonl
lora,800M,806509504,seed_2,code-lisp+core,papers-cyber,forget,2.725130081176758,0.7034770112829577,arbsub/800M/seed_2/lora/stats.jsonl
lora,800M,806509504,seed_2,code-lisp+core,papers-nuclear,forget,2.855729341506958,0.5660071760676494,arbsub/800M/seed_2/lora/stats.jsonl
lora,800M,806509504,seed_2,code-lisp+core+papers-biology+papers-cyber,code-lisp,retain,0.8306059837341309,0.8682991158987732,arbsub/800M/seed_2/lora/stats.jsonl
lora,800M,806509504,seed_2,code-lisp+core+papers-biology+papers-cyber,core,core,1.9053688049316406,0.8424534570896175,arbsub/800M/seed_2/lora/stats.jsonl
lora,800M,806509504,seed_2,code-lisp+core+papers-biology+papers-cyber,papers-biology,retain,2.3953869342803955,0.8711268419076597,arbsub/800M/seed_2/lora/stats.jsonl
lora,800M,806509504,seed_2,code-lisp+core+papers-biology+papers-cyber,papers-cyber,retain,2.669642925262451,0.8839296944183181,arbsub/800M/seed_2/lora/stats.jsonl
lora,800M,806509504,seed_2,code-lisp+core+papers-biology+papers-cyber,papers-nuclear,forget,2.8596725463867188,0.5571738037982099,arbsub/800M/seed_2/lora/stats.jsonl
lora,800M,806509504,seed_2,code-lisp+core+papers-biology+papers-cyber+papers-nuclear,code-lisp,retain,0.8441476821899414,0.8119290175388211,arbsub/800M/seed_2/lora/stats.jsonl
lora,800M,806509504,seed_2,code-lisp+core+papers-biology+papers-cyber+papers-nuclear,core,core,1.9262462854385376,0.7530672583257734,arbsub/800M/seed_2/lora/stats.jsonl
lora,800M,806509504,seed_2,code-lisp+core+papers-biology+papers-cyber+papers-nuclear,papers-biology,retain,2.4205543994903564,0.7883698206757168,arbsub/800M/seed_2/lora/stats.jsonl
lora,800M,806509504,seed_2,code-lisp+core+papers-biology+papers-cyber+papers-nuclear,papers-cyber,retain,2.6972286701202393,0.7885429390428811,arbsub/800M/seed_2/lora/stats.jsonl
lora,800M,806509504,seed_2,code-lisp+core+papers-biology+papers-cyber+papers-nuclear,papers-nuclear,retain,2.764880657196045,0.8191390329573518,arbsub/800M/seed_2/lora/stats.jsonl
